"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Jan 31 12:33:56 EST 2020","Fri Jan 31 12:34:16 EST 2020","20010","","WebdriverIO and Appium","","WebdriverIO and Appium","should be able to place an order successfully","should be able to place an order successfully",""
